ForecastID,ProductID,ProductName,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
330,3053,Waterproof Ski Pants,2027-01-01,Monthly,6,79.1,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-30
331,3053,Waterproof Ski Pants,2027-01-01,Weekly,1,76.62,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-01
332,3053,Waterproof Ski Pants,2027-01-08,Weekly,1,77.74,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-28
333,3053,Waterproof Ski Pants,2027-01-15,Weekly,1,76.36,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-11
334,3053,Waterproof Ski Pants,2027-01-22,Weekly,1,79.0,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-23
335,3053,Waterproof Ski Pants,2027-02-01,Monthly,13,79.1,1.0,Growing,12,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-15
336,3053,Waterproof Ski Pants,2027-03-01,Monthly,30,79.1,1.0,Growing,24,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-23
337,3061,Professional Ski Helmet,2027-01-01,Monthly,2,93.87,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-01
338,3061,Professional Ski Helmet,2027-01-01,Weekly,1,96.01,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-30
339,3061,Professional Ski Helmet,2027-01-08,Weekly,1,89.16,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-18
340,3061,Professional Ski Helmet,2027-01-15,Weekly,1,97.71,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-26
341,3061,Professional Ski Helmet,2027-01-22,Weekly,1,89.68,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-26
342,3061,Professional Ski Helmet,2027-02-01,Monthly,4,93.87,1.0,Growing,4,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-10
343,3061,Professional Ski Helmet,2027-03-01,Monthly,10,93.87,1.0,Growing,8,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-09
344,3062,Anti-Fog Ski Goggles,2027-01-01,Monthly,4,87.81,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-03
345,3062,Anti-Fog Ski Goggles,2027-01-01,Weekly,1,91.07,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-16
346,3062,Anti-Fog Ski Goggles,2027-01-08,Weekly,1,84.43,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-16
347,3062,Anti-Fog Ski Goggles,2027-01-15,Weekly,1,84.13,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-08
348,3062,Anti-Fog Ski Goggles,2027-01-22,Weekly,1,88.05,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-02
349,3062,Anti-Fog Ski Goggles,2027-02-01,Monthly,9,87.81,1.0,Growing,8,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-03
350,3062,Anti-Fog Ski Goggles,2027-03-01,Monthly,20,87.81,1.0,Growing,16,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-09
351,3071,Ski Boot Bag - Premium,2027-01-01,Monthly,2,88.75,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-13
352,3071,Ski Boot Bag - Premium,2027-01-01,Weekly,1,89.3,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-26
353,3071,Ski Boot Bag - Premium,2027-01-08,Weekly,1,92.63,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-26
354,3071,Ski Boot Bag - Premium,2027-01-15,Weekly,1,93.48,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-29
355,3071,Ski Boot Bag - Premium,2027-01-22,Weekly,1,87.91,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-30
356,3071,Ski Boot Bag - Premium,2027-02-01,Monthly,4,88.75,1.0,Growing,4,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-23
357,3071,Ski Boot Bag - Premium,2027-03-01,Monthly,10,88.75,1.0,Growing,8,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-01
358,3072,Hand Warmers - 10 Pack,2027-01-01,Monthly,4,75.73,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-28
359,3072,Hand Warmers - 10 Pack,2027-01-01,Weekly,1,73.75,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-06
360,3072,Hand Warmers - 10 Pack,2027-01-08,Weekly,1,77.95,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-09
361,3072,Hand Warmers - 10 Pack,2027-01-15,Weekly,1,73.99,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
362,3072,Hand Warmers - 10 Pack,2027-01-22,Weekly,1,71.25,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-15
363,3072,Hand Warmers - 10 Pack,2027-02-01,Monthly,9,75.73,1.0,Growing,8,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-15
364,3072,Hand Warmers - 10 Pack,2027-03-01,Monthly,20,75.73,1.0,Growing,16,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-25
365,3081,All-Temp Ski Wax Kit,2027-01-01,Monthly,12,75.07,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-15
366,3081,All-Temp Ski Wax Kit,2027-01-01,Weekly,2,73.29,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
367,3081,All-Temp Ski Wax Kit,2027-01-08,Weekly,2,73.8,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-18
368,3081,All-Temp Ski Wax Kit,2027-01-15,Weekly,2,70.85,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-07
369,3081,All-Temp Ski Wax Kit,2027-01-22,Weekly,2,78.64,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-27
370,3081,All-Temp Ski Wax Kit,2027-02-01,Monthly,27,75.07,1.0,Growing,24,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-12
371,3081,All-Temp Ski Wax Kit,2027-03-01,Monthly,60,75.07,1.0,Growing,48,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-15
372,3082,Edge Tuning Tool Set,2027-01-01,Monthly,12,87.42,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-08
373,3082,Edge Tuning Tool Set,2027-01-01,Weekly,2,90.29,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-12
374,3082,Edge Tuning Tool Set,2027-01-08,Weekly,2,87.64,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-25
375,3082,Edge Tuning Tool Set,2027-01-15,Weekly,2,89.11,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-16
376,3082,Edge Tuning Tool Set,2027-01-22,Weekly,2,84.09,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-19
377,3082,Edge Tuning Tool Set,2027-02-01,Monthly,27,87.42,1.0,Growing,24,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-17
378,3082,Edge Tuning Tool Set,2027-03-01,Monthly,60,87.42,1.0,Growing,48,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-18
379,3091,Freestyle Snowboard - 155cm,2027-01-01,Monthly,4,83.38,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-22
380,3091,Freestyle Snowboard - 155cm,2027-01-01,Weekly,1,85.0,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-20
381,3091,Freestyle Snowboard - 155cm,2027-01-08,Weekly,1,81.1,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-13
382,3091,Freestyle Snowboard - 155cm,2027-01-15,Weekly,1,80.67,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-30
383,3091,Freestyle Snowboard - 155cm,2027-01-22,Weekly,1,78.54,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-20
384,3091,Freestyle Snowboard - 155cm,2027-02-01,Monthly,9,83.38,1.0,Growing,8,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-17
385,3091,Freestyle Snowboard - 155cm,2027-03-01,Monthly,20,83.38,1.0,Growing,16,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-22
386,3092,All-Mountain Snowboard - 158cm,2027-01-01,Monthly,6,86.14,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-03
387,3092,All-Mountain Snowboard - 158cm,2027-01-01,Weekly,1,91.03,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-07
388,3092,All-Mountain Snowboard - 158cm,2027-01-08,Weekly,1,85.21,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-18
389,3092,All-Mountain Snowboard - 158cm,2027-01-15,Weekly,1,88.28,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-10
390,3092,All-Mountain Snowboard - 158cm,2027-01-22,Weekly,1,82.52,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-28
391,3092,All-Mountain Snowboard - 158cm,2027-02-01,Monthly,13,86.14,1.0,Growing,12,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-04
392,3092,All-Mountain Snowboard - 158cm,2027-03-01,Monthly,30,86.14,1.0,Growing,24,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-02
393,3101,Winter Boots - Insulated,2027-01-01,Monthly,2,80.83,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-09
394,3101,Winter Boots - Insulated,2027-01-01,Weekly,1,84.99,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-13
395,3101,Winter Boots - Insulated,2027-01-08,Weekly,1,85.73,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-02
396,3101,Winter Boots - Insulated,2027-01-15,Weekly,1,85.34,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-11
397,3101,Winter Boots - Insulated,2027-01-22,Weekly,1,76.94,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-05
398,3101,Winter Boots - Insulated,2027-02-01,Monthly,4,80.83,1.0,Growing,4,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-13
399,3101,Winter Boots - Insulated,2027-03-01,Monthly,10,80.83,1.0,Growing,8,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-30
400,3102,Winter Hiking Boots - Waterproof,2027-01-01,Monthly,2,94.62,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-29
401,3102,Winter Hiking Boots - Waterproof,2027-01-01,Weekly,1,97.47,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-13
402,3102,Winter Hiking Boots - Waterproof,2027-01-08,Weekly,1,90.37,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-12
403,3102,Winter Hiking Boots - Waterproof,2027-01-15,Weekly,1,96.75,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-18
404,3102,Winter Hiking Boots - Waterproof,2027-01-22,Weekly,1,94.87,1.0,Growing,2,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-21
405,3102,Winter Hiking Boots - Waterproof,2027-02-01,Monthly,4,94.62,1.0,Growing,4,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-05
406,3102,Winter Hiking Boots - Waterproof,2027-03-01,Monthly,10,94.62,1.0,Growing,8,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-21
407,3103,Snowboard Bindings - Pro,2027-01-01,Monthly,4,93.54,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-26
408,3103,Snowboard Bindings - Pro,2027-01-01,Weekly,1,91.27,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-15
409,3103,Snowboard Bindings - Pro,2027-01-08,Weekly,1,95.89,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-15
410,3103,Snowboard Bindings - Pro,2027-01-15,Weekly,1,89.72,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-20
411,3103,Snowboard Bindings - Pro,2027-01-22,Weekly,1,97.34,1.0,Growing,4,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-02
412,3103,Snowboard Bindings - Pro,2027-02-01,Monthly,9,93.54,1.0,Growing,8,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-11
413,3103,Snowboard Bindings - Pro,2027-03-01,Monthly,20,93.54,1.0,Growing,16,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-15
414,3104,Ski Tuning Bench - Portable,2027-01-01,Monthly,10,77.85,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-12-02
415,3104,Ski Tuning Bench - Portable,2027-01-01,Weekly,2,76.97,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-22
416,3104,Ski Tuning Bench - Portable,2027-01-08,Weekly,2,76.22,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-08
417,3104,Ski Tuning Bench - Portable,2027-01-15,Weekly,2,79.09,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-05
418,3104,Ski Tuning Bench - Portable,2027-01-22,Weekly,2,74.74,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-12-14
419,3104,Ski Tuning Bench - Portable,2027-02-01,Monthly,23,77.85,1.0,Growing,20,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-12-02
420,3104,Ski Tuning Bench - Portable,2027-03-01,Monthly,50,77.85,1.0,Growing,40,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-12-27
