PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
333,156,PO-2026-0156,3011,Alpine Pro Racing Skis - 170cm,10,10.0,798.38,7983.8,Received,2026-10-29,2026-10-29,Supplier SKU: SPE-3011,system,2026-10-11
334,156,PO-2026-0156,3013,Beginner's Choice Alpine Skis - 160cm,15,15.0,298.3,4474.5,Received,2026-10-29,2026-10-29,Supplier SKU: SPE-3013,system,2026-10-11
335,158,PO-2026-0158,1533,RainGuard Hiking Jacket,14,14.0,107.78,1508.92,Received,2026-11-13,2026-11-15,Supplier SKU: CON-1533,system,2026-11-03
336,158,PO-2026-0158,1523,TrailLite Daypack,6,6.0,47.3,283.8,Received,2026-11-13,2026-11-15,Supplier SKU: CON-1523,system,2026-11-03
337,158,PO-2026-0158,1511,Alpine Explorer Tent,8,7.0,281.53,2252.24,Backordered,2026-11-13,2026-11-15,Supplier SKU: CON-1511,system,2026-11-03
338,159,PO-2026-0159,3012,Mountain Master All-Terrain Skis - 165cm,8,8.0,567.17,4537.36,Received,2026-12-17,2026-12-19,Supplier SKU: ALT-3012,system,2026-11-21
339,159,PO-2026-0159,3013,Beginner's Choice Alpine Skis - 160cm,23,23.0,312.31,7183.13,Received,2026-12-17,2026-12-19,Supplier SKU: ALT-3013,system,2026-11-21
340,160,PO-2026-0160,2112,4-Slice Toaster,2,2.0,57.27,114.54,Received,2026-12-29,2026-12-30,Supplier SKU: PRO-2112,system,2026-12-18
341,160,PO-2026-0160,2011,Coffee Maker,4,4.0,120.91,483.64,Received,2026-12-29,2026-12-30,Supplier SKU: PRO-2011,system,2026-12-18
342,160,PO-2026-0160,2031,Coffee Mug,2,2.0,20.25,40.5,Received,2026-12-29,2026-12-30,Supplier SKU: PRO-2031,system,2026-12-18
343,161,PO-2026-0161,3013,Beginner's Choice Alpine Skis - 160cm,28,28.0,312.31,8744.68,Received,2026-11-08,2026-11-08,Supplier SKU: ALT-3013,system,2026-10-14
344,161,PO-2026-0161,2021,Chef Knife,5,5.0,56.88,284.4,Received,2026-11-08,2026-11-08,Supplier SKU: ALT-2021,system,2026-10-14
345,161,PO-2026-0161,2012,Espresso Machine,4,4.0,274.97,1099.88,Received,2026-11-08,2026-11-08,Supplier SKU: ALT-2012,system,2026-10-14
346,162,PO-2026-0162,2021,Chef Knife,16,,59.8,956.8,Pending,2027-01-07,,Supplier SKU: PRO-2021,system,2026-12-28
347,162,PO-2026-0162,2121,Bamboo Cutting Board Set,1,,29.56,29.56,Pending,2027-01-07,,Supplier SKU: PRO-2121,system,2026-12-28
348,162,PO-2026-0162,2101,Measuring Cup Set,13,,12.84,166.92,Pending,2027-01-07,,Supplier SKU: PRO-2101,system,2026-12-28
349,162,PO-2026-0162,2012,Espresso Machine,18,,281.0,5058.0,Pending,2027-01-07,,Supplier SKU: PRO-2012,system,2026-12-28
350,163,PO-2026-0163,1581,LED Headlamp - Rechargeable,15,15.0,44.25,663.75,Received,2026-11-23,2026-11-25,Supplier SKU: CON-1581,system,2026-11-11
351,163,PO-2026-0163,1551,BaseCamp Folding Table,3,2.0,56.2,168.6,Backordered,2026-11-23,2026-11-25,Supplier SKU: CON-1551,system,2026-11-11
352,164,PO-2026-0164,1521,Adventurer Pro Backpack,21,21.0,118.13,2480.73,Received,2026-12-06,2026-12-07,Supplier SKU: ALT-1521,system,2026-11-17
353,164,PO-2026-0164,2011,Coffee Maker,29,25.0,118.4,3433.6,Backordered,2026-12-06,2026-12-07,Supplier SKU: ALT-2011,system,2026-11-17
354,164,PO-2026-0164,3013,Beginner's Choice Alpine Skis - 160cm,28,28.0,312.31,8744.68,Received,2026-12-06,2026-12-07,Supplier SKU: ALT-3013,system,2026-11-17
355,164,PO-2026-0164,3012,Mountain Master All-Terrain Skis - 165cm,15,15.0,567.17,8507.55,Received,2026-12-06,2026-12-07,Supplier SKU: ALT-3012,system,2026-11-17
356,165,PO-2026-0165,2011,Coffee Maker,2,2.0,120.91,241.82,Received,2026-10-16,2026-10-18,Supplier SKU: PRO-2011,system,2026-10-05
357,165,PO-2026-0165,2101,Measuring Cup Set,3,3.0,12.84,38.52,Received,2026-10-16,2026-10-18,Supplier SKU: PRO-2101,system,2026-10-05
358,165,PO-2026-0165,2022,Fork Set,23,23.0,28.69,659.87,Received,2026-10-16,2026-10-18,Supplier SKU: PRO-2022,system,2026-10-05
359,165,PO-2026-0165,2021,Chef Knife,20,20.0,59.8,1196.0,Received,2026-10-16,2026-10-18,Supplier SKU: PRO-2021,system,2026-10-05
360,166,PO-2026-0166,1533,RainGuard Hiking Jacket,8,8.0,107.78,862.24,Received,2026-12-22,2026-12-25,Supplier SKU: CON-1533,system,2026-12-11
361,166,PO-2026-0166,1581,LED Headlamp - Rechargeable,8,8.0,44.25,354.0,Received,2026-12-22,2026-12-25,Supplier SKU: CON-1581,system,2026-12-11
362,166,PO-2026-0166,1552,TrekMaster Camping Chair,18,18.0,45.98,827.64,Received,2026-12-22,2026-12-25,Supplier SKU: CON-1552,system,2026-12-11
363,166,PO-2026-0166,1521,Adventurer Pro Backpack,25,25.0,119.17,2979.25,Received,2026-12-22,2026-12-25,Supplier SKU: CON-1521,system,2026-12-11
364,167,PO-2026-0167,1562,PowerBurner Camping Stove,3,,112.81,338.43,Shipped,2027-01-04,,Supplier SKU: CON-1562,system,2026-12-25
365,167,PO-2026-0167,1532,TrailBlaze Hiking Pants,1,,54.8,54.8,Shipped,2027-01-04,,Supplier SKU: CON-1532,system,2026-12-25
366,167,PO-2026-0167,1563,CompactCook Camping Stove,4,,59.37,237.48,Shipped,2027-01-04,,Supplier SKU: CON-1563,system,2026-12-25
367,167,PO-2026-0167,1531,Summit Breeze Jacket,6,,85.71,514.26,Shipped,2027-01-04,,Supplier SKU: CON-1531,system,2026-12-25
368,168,PO-2026-0168,2041,Serving Platter,13,13.0,43.57,566.41,Received,2026-12-30,2027-01-01,Supplier SKU: PRO-2041,system,2026-12-22
369,168,PO-2026-0168,2061,Mixing Bowl,13,13.0,27.44,356.72,Received,2026-12-30,2027-01-01,Supplier SKU: PRO-2061,system,2026-12-22
370,168,PO-2026-0168,2012,Espresso Machine,16,16.0,281.0,4496.0,Received,2026-12-30,2027-01-01,Supplier SKU: PRO-2012,system,2026-12-22
371,168,PO-2026-0168,2021,Chef Knife,15,15.0,59.8,897.0,Received,2026-12-30,2027-01-01,Supplier SKU: PRO-2021,system,2026-12-22
372,171,PO-2026-0171,1511,Alpine Explorer Tent,14,14.0,288.7,4041.8,Received,2026-12-28,2026-12-31,Supplier SKU: ALT-1511,system,2026-12-06
373,171,PO-2026-0171,2011,Coffee Maker,13,13.0,118.4,1539.2,Received,2026-12-28,2026-12-31,Supplier SKU: ALT-2011,system,2026-12-06
374,171,PO-2026-0171,1512,SkyView 2-Person Tent,14,9.0,210.91,2952.74,Backordered,2026-12-28,2026-12-31,Supplier SKU: ALT-1512,system,2026-12-06
375,172,PO-2026-0172,3012,Mountain Master All-Terrain Skis - 165cm,24,,576.86,13844.64,Pending,2027-01-12,,Supplier SKU: SPE-3012,system,2026-12-28
376,172,PO-2026-0172,3021,Nordic Classic XC Skis - 185cm,16,,228.78,3660.48,Pending,2027-01-12,,Supplier SKU: SPE-3021,system,2026-12-28
377,172,PO-2026-0172,3013,Beginner's Choice Alpine Skis - 160cm,6,,298.3,1789.8,Pending,2027-01-12,,Supplier SKU: SPE-3013,system,2026-12-28
378,172,PO-2026-0172,3022,Backcountry Explorer XC Skis - 190cm,8,,386.94,3095.52,Pending,2027-01-12,,Supplier SKU: SPE-3022,system,2026-12-28
379,173,PO-2026-0173,2022,Fork Set,17,17.0,28.69,487.73,Received,2026-12-24,2026-12-27,Supplier SKU: PRO-2022,system,2026-12-13
380,173,PO-2026-0173,2011,Coffee Maker,1,1.0,120.91,120.91,Received,2026-12-24,2026-12-27,Supplier SKU: PRO-2011,system,2026-12-13
381,173,PO-2026-0173,2061,Mixing Bowl,10,10.0,27.44,274.4,Received,2026-12-24,2026-12-27,Supplier SKU: PRO-2061,system,2026-12-13
382,173,PO-2026-0173,2051,Ice Cream Bowl,5,5.0,15.41,77.05,Received,2026-12-24,2026-12-27,Supplier SKU: PRO-2051,system,2026-12-13
383,175,PO-2026-0175,1533,RainGuard Hiking Jacket,13,13.0,107.78,1401.14,Received,2026-12-15,2026-12-18,Supplier SKU: CON-1533,system,2026-12-01
384,175,PO-2026-0175,1522,SummitClimber Backpack,4,4.0,134.41,537.64,Received,2026-12-15,2026-12-18,Supplier SKU: CON-1522,system,2026-12-01
385,175,PO-2026-0175,1571,CozyNights Sleeping Bag,11,11.0,102.1,1123.1,Received,2026-12-15,2026-12-18,Supplier SKU: CON-1571,system,2026-12-01
386,175,PO-2026-0175,1572,MountainDream Sleeping Bag,3,3.0,177.25,531.75,Received,2026-12-15,2026-12-18,Supplier SKU: CON-1572,system,2026-12-01
387,176,PO-2026-0176,3011,Alpine Pro Racing Skis - 170cm,21,,798.38,16765.98,Shipped,2026-12-31,,Supplier SKU: SPE-3011,system,2026-12-12
388,176,PO-2026-0176,3021,Nordic Classic XC Skis - 185cm,23,,228.78,5261.94,Shipped,2026-12-31,,Supplier SKU: SPE-3021,system,2026-12-12
389,176,PO-2026-0176,3012,Mountain Master All-Terrain Skis - 165cm,20,,576.86,11537.2,Shipped,2026-12-31,,Supplier SKU: SPE-3012,system,2026-12-12
390,177,PO-2026-0177,2012,Espresso Machine,19,,281.0,5339.0,Pending,2027-01-06,,Supplier SKU: PRO-2012,system,2026-12-29
391,177,PO-2026-0177,2071,Baking Pan,20,,17.53,350.6,Pending,2027-01-06,,Supplier SKU: PRO-2071,system,2026-12-29
392,177,PO-2026-0177,2031,Coffee Mug,5,,20.25,101.25,Pending,2027-01-06,,Supplier SKU: PRO-2031,system,2026-12-29
393,178,PO-2026-0178,2091,Spatula,2,,7.38,14.76,Pending,2027-01-03,,Supplier SKU: PRO-2091,system,2026-12-23
394,178,PO-2026-0178,2061,Mixing Bowl,7,,27.44,192.08,Pending,2027-01-03,,Supplier SKU: PRO-2061,system,2026-12-23
395,179,PO-2026-0179,3053,Waterproof Ski Pants,8,8.0,123.28,986.24,Received,2026-10-27,2026-11-04,Supplier SKU: WIN-3053,system,2026-10-17
396,179,PO-2026-0179,3061,Professional Ski Helmet,10,10.0,117.61,1176.1,Received,2026-10-27,2026-11-04,Supplier SKU: WIN-3061,system,2026-10-17
397,179,PO-2026-0179,3072,Hand Warmers - 10 Pack,5,5.0,8.13,40.65,Received,2026-10-27,2026-11-04,Supplier SKU: WIN-3072,system,2026-10-17
398,179,PO-2026-0179,3082,Edge Tuning Tool Set,4,4.0,59.43,237.72,Received,2026-10-27,2026-11-04,Supplier SKU: WIN-3082,system,2026-10-17
399,180,PO-2026-0180,3013,Beginner's Choice Alpine Skis - 160cm,28,28.0,312.31,8744.68,Received,2026-11-28,2026-11-30,Supplier SKU: ALT-3013,system,2026-11-08
400,180,PO-2026-0180,3011,Alpine Pro Racing Skis - 170cm,17,17.0,805.99,13701.83,Received,2026-11-28,2026-11-30,Supplier SKU: ALT-3011,system,2026-11-08
401,181,PO-2026-0181,2061,Mixing Bowl,11,11.0,27.44,301.84,Received,2026-11-01,2026-11-02,Supplier SKU: PRO-2061,system,2026-10-24
402,181,PO-2026-0181,2112,4-Slice Toaster,8,8.0,57.27,458.16,Received,2026-11-01,2026-11-02,Supplier SKU: PRO-2112,system,2026-10-24
403,182,PO-2026-0182,3092,All-Mountain Snowboard - 158cm,15,15.0,488.21,7323.15,Received,2026-12-14,2026-12-17,Supplier SKU: WIN-3092,system,2026-11-28
404,182,PO-2026-0182,3013,Beginner's Choice Alpine Skis - 160cm,6,6.0,305.62,1833.72,Received,2026-12-14,2026-12-17,Supplier SKU: WIN-3013,system,2026-11-28
405,182,PO-2026-0182,3031,Pro Flex Racing Ski Boots,5,3.0,459.79,2298.95,Backordered,2026-12-14,2026-12-17,Supplier SKU: WIN-3031,system,2026-11-28
406,182,PO-2026-0182,3091,Freestyle Snowboard - 155cm,4,4.0,414.73,1658.92,Received,2026-12-14,2026-12-17,Supplier SKU: WIN-3091,system,2026-11-28
407,182,PO-2026-0182,3042,Aluminum All-Mountain Poles - 115cm,4,4.0,57.66,230.64,Received,2026-12-14,2026-12-17,Supplier SKU: WIN-3042,system,2026-11-28
408,184,PO-2026-0184,3011,Alpine Pro Racing Skis - 170cm,15,15.0,798.38,11975.7,Received,2026-12-23,2026-12-24,Supplier SKU: SPE-3011,system,2026-12-09
409,184,PO-2026-0184,3013,Beginner's Choice Alpine Skis - 160cm,22,22.0,298.3,6562.6,Received,2026-12-23,2026-12-24,Supplier SKU: SPE-3013,system,2026-12-09
410,184,PO-2026-0184,3021,Nordic Classic XC Skis - 185cm,10,10.0,228.78,2287.8,Received,2026-12-23,2026-12-24,Supplier SKU: SPE-3021,system,2026-12-09
411,184,PO-2026-0184,3022,Backcountry Explorer XC Skis - 190cm,4,4.0,386.94,1547.76,Received,2026-12-23,2026-12-24,Supplier SKU: SPE-3022,system,2026-12-09
412,184,PO-2026-0184,3012,Mountain Master All-Terrain Skis - 165cm,18,18.0,576.86,10383.48,Received,2026-12-23,2026-12-24,Supplier SKU: SPE-3012,system,2026-12-09
413,186,PO-2026-0186,3012,Mountain Master All-Terrain Skis - 165cm,16,16.0,567.17,9074.72,Received,2026-12-12,2026-12-13,Supplier SKU: ALT-3012,system,2026-11-20
414,187,PO-2026-0187,3022,Backcountry Explorer XC Skis - 190cm,5,5.0,386.94,1934.7,Received,2026-12-25,2026-12-25,Supplier SKU: SPE-3022,system,2026-12-11
415,188,PO-2026-0188,2071,Baking Pan,11,11.0,17.53,192.83,Received,2026-12-15,2026-12-15,Supplier SKU: PRO-2071,system,2026-12-05
416,188,PO-2026-0188,2012,Espresso Machine,25,25.0,281.0,7025.0,Received,2026-12-15,2026-12-15,Supplier SKU: PRO-2012,system,2026-12-05
417,188,PO-2026-0188,2112,4-Slice Toaster,8,8.0,57.27,458.16,Received,2026-12-15,2026-12-15,Supplier SKU: PRO-2112,system,2026-12-05
418,189,PO-2026-0189,3082,Edge Tuning Tool Set,9,6.0,59.43,534.87,Backordered,2026-12-22,2026-12-24,Supplier SKU: WIN-3082,system,2026-12-09
419,189,PO-2026-0189,3021,Nordic Classic XC Skis - 185cm,15,15.0,230.67,3460.05,Received,2026-12-22,2026-12-24,Supplier SKU: WIN-3021,system,2026-12-09
420,190,PO-2026-0190,1571,CozyNights Sleeping Bag,15,15.0,102.1,1531.5,Received,2026-10-30,2026-10-30,Supplier SKU: CON-1571,system,2026-10-17
421,191,PO-2026-0191,3013,Beginner's Choice Alpine Skis - 160cm,23,23.0,298.3,6860.9,Received,2026-11-14,2026-11-14,Supplier SKU: SPE-3013,system,2026-10-29
422,192,PO-2026-0192,1563,CompactCook Camping Stove,3,3.0,59.37,178.11,Received,2026-12-14,2026-12-16,Supplier SKU: CON-1563,system,2026-12-05
423,192,PO-2026-0192,1512,SkyView 2-Person Tent,5,4.0,197.86,989.3,Backordered,2026-12-14,2026-12-16,Supplier SKU: CON-1512,system,2026-12-05
424,192,PO-2026-0192,1531,Summit Breeze Jacket,7,6.0,85.71,599.97,Backordered,2026-12-14,2026-12-16,Supplier SKU: CON-1531,system,2026-12-05
425,193,PO-2026-0193,1572,MountainDream Sleeping Bag,2,2.0,177.25,354.5,Received,2026-11-19,2026-11-21,Supplier SKU: CON-1572,system,2026-11-05
426,193,PO-2026-0193,1543,TrekStar Hiking Sandals,14,14.0,52.24,731.36,Received,2026-11-19,2026-11-21,Supplier SKU: CON-1543,system,2026-11-05
427,193,PO-2026-0193,1512,SkyView 2-Person Tent,2,2.0,197.86,395.72,Received,2026-11-19,2026-11-21,Supplier SKU: CON-1512,system,2026-11-05
428,193,PO-2026-0193,1551,BaseCamp Folding Table,1,1.0,56.2,56.2,Received,2026-11-19,2026-11-21,Supplier SKU: CON-1551,system,2026-11-05
429,194,PO-2026-0194,1551,BaseCamp Folding Table,5,5.0,56.2,281.0,Received,2026-12-14,2026-12-15,Supplier SKU: CON-1551,system,2026-12-03
430,194,PO-2026-0194,1532,TrailBlaze Hiking Pants,3,3.0,54.8,164.4,Received,2026-12-14,2026-12-15,Supplier SKU: CON-1532,system,2026-12-03
431,194,PO-2026-0194,1571,CozyNights Sleeping Bag,20,20.0,102.1,2042.0,Received,2026-12-14,2026-12-15,Supplier SKU: CON-1571,system,2026-12-03
432,195,PO-2026-0195,2051,Ice Cream Bowl,4,4.0,15.41,61.64,Received,2026-11-27,2026-12-03,Supplier SKU: PRO-2051,system,2026-11-16
433,196,PO-2026-0196,1541,TrekReady Hiking Boots,10,10.0,108.54,1085.4,Received,2026-12-03,2026-12-15,Supplier SKU: CON-1541,system,2026-11-19
434,196,PO-2026-0196,1522,SummitClimber Backpack,1,1.0,134.41,134.41,Received,2026-12-03,2026-12-15,Supplier SKU: CON-1522,system,2026-11-19
435,197,PO-2026-0197,3021,Nordic Classic XC Skis - 185cm,13,13.0,228.78,2974.14,Received,2026-10-21,2026-10-23,Supplier SKU: SPE-3021,system,2026-10-08
436,197,PO-2026-0197,3011,Alpine Pro Racing Skis - 170cm,10,8.0,798.38,7983.8,Backordered,2026-10-21,2026-10-23,Supplier SKU: SPE-3011,system,2026-10-08
437,197,PO-2026-0197,3012,Mountain Master All-Terrain Skis - 165cm,20,20.0,576.86,11537.2,Received,2026-10-21,2026-10-23,Supplier SKU: SPE-3012,system,2026-10-08
438,197,PO-2026-0197,3022,Backcountry Explorer XC Skis - 190cm,5,5.0,386.94,1934.7,Received,2026-10-21,2026-10-23,Supplier SKU: SPE-3022,system,2026-10-08
439,197,PO-2026-0197,3013,Beginner's Choice Alpine Skis - 160cm,20,20.0,298.3,5966.0,Received,2026-10-21,2026-10-23,Supplier SKU: SPE-3013,system,2026-10-08
440,198,PO-2026-0198,1542,TrailWalker Hiking Shoes,5,5.0,83.67,418.35,Received,2026-11-02,2026-11-04,Supplier SKU: CON-1542,system,2026-10-23
441,198,PO-2026-0198,1523,TrailLite Daypack,8,8.0,47.3,378.4,Received,2026-11-02,2026-11-04,Supplier SKU: CON-1523,system,2026-10-23
442,200,PO-2026-0200,3081,All-Temp Ski Wax Kit,9,8.0,43.8,394.2,Backordered,2026-11-27,2026-11-30,Supplier SKU: WIN-3081,system,2026-11-14
443,200,PO-2026-0200,3051,Insulated Ski Jacket - Men's,4,4.0,167.9,671.6,Received,2026-11-27,2026-11-30,Supplier SKU: WIN-3051,system,2026-11-14
444,200,PO-2026-0200,3032,Comfort Fit Recreational Boots,8,8.0,276.26,2210.08,Received,2026-11-27,2026-11-30,Supplier SKU: WIN-3032,system,2026-11-14
