ForecastID,ProductID,ProductName,ProductCategory,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
284,3031,Pro Flex Racing Ski Boots,Ski,2026-05-15,Weekly,1,66.22,0.6,Stable,5,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
285,3031,Pro Flex Racing Ski Boots,Ski,2026-05-22,Weekly,1,65.81,0.6,Stable,5,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
286,3031,Pro Flex Racing Ski Boots,Ski,2026-06-01,Monthly,5,65.02,0.97,Stable,5,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
287,3031,Pro Flex Racing Ski Boots,Ski,2026-07-01,Monthly,5,65.02,0.97,Stable,5,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
288,3032,Comfort Fit Recreational Boots,Ski,2026-05-01,Monthly,15,77.36,0.98,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
289,3032,Comfort Fit Recreational Boots,Ski,2026-05-01,Weekly,3,79.21,0.6,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
290,3032,Comfort Fit Recreational Boots,Ski,2026-05-08,Weekly,3,73.1,0.6,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
291,3032,Comfort Fit Recreational Boots,Ski,2026-05-15,Weekly,3,75.78,0.6,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
292,3032,Comfort Fit Recreational Boots,Ski,2026-05-22,Weekly,3,80.94,0.6,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
293,3032,Comfort Fit Recreational Boots,Ski,2026-06-01,Monthly,16,77.36,0.97,Stable,16,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
294,3032,Comfort Fit Recreational Boots,Ski,2026-07-01,Monthly,16,77.36,0.97,Stable,16,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
295,3033,Women's Performance Ski Boots,Ski,2026-05-01,Monthly,37,76.48,0.98,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
296,3033,Women's Performance Ski Boots,Ski,2026-05-01,Weekly,8,73.04,0.6,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
297,3033,Women's Performance Ski Boots,Ski,2026-05-08,Weekly,8,78.27,0.6,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
298,3033,Women's Performance Ski Boots,Ski,2026-05-15,Weekly,8,77.32,0.6,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
299,3033,Women's Performance Ski Boots,Ski,2026-05-22,Weekly,8,76.49,0.6,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
300,3033,Women's Performance Ski Boots,Ski,2026-06-01,Monthly,38,76.48,0.97,Stable,38,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
301,3033,Women's Performance Ski Boots,Ski,2026-07-01,Monthly,39,76.48,0.97,Stable,38,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
302,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-01,Monthly,26,67.93,0.98,Stable,27,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
303,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-01,Weekly,6,70.25,0.6,Stable,27,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
304,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-08,Weekly,6,65.1,0.6,Stable,27,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
305,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-15,Weekly,6,70.47,0.6,Stable,27,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
306,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-05-22,Weekly,6,67.58,0.6,Stable,27,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
307,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-06-01,Monthly,27,67.93,0.97,Stable,27,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
308,3041,Carbon Fiber Racing Poles - 120cm,Ski,2026-07-01,Monthly,27,67.93,0.97,Stable,27,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
309,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-01,Monthly,27,78.18,0.98,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
310,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-01,Weekly,6,80.95,0.6,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
311,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-08,Weekly,6,73.59,0.6,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
312,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-15,Weekly,6,78.66,0.6,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
313,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-05-22,Weekly,6,75.37,0.6,Stable,28,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
314,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-06-01,Monthly,28,78.18,0.97,Stable,28,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
315,3042,Aluminum All-Mountain Poles - 115cm,Ski,2026-07-01,Monthly,28,78.18,0.97,Stable,28,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
316,3051,Insulated Ski Jacket - Men's,Ski,2026-05-01,Monthly,15,61.36,0.98,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
317,3051,Insulated Ski Jacket - Men's,Ski,2026-05-01,Weekly,3,64.91,0.6,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
318,3051,Insulated Ski Jacket - Men's,Ski,2026-05-08,Weekly,3,61.0,0.6,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
319,3051,Insulated Ski Jacket - Men's,Ski,2026-05-15,Weekly,3,61.18,0.6,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
320,3051,Insulated Ski Jacket - Men's,Ski,2026-05-22,Weekly,3,64.53,0.6,Stable,16,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
321,3051,Insulated Ski Jacket - Men's,Ski,2026-06-01,Monthly,16,61.36,0.97,Stable,16,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
322,3051,Insulated Ski Jacket - Men's,Ski,2026-07-01,Monthly,16,61.36,0.97,Stable,16,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
323,3052,Thermal Base Layer Set - Women's,Ski,2026-05-01,Monthly,19,64.42,0.98,Stable,20,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
324,3052,Thermal Base Layer Set - Women's,Ski,2026-05-01,Weekly,4,60.02,0.6,Stable,20,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
325,3052,Thermal Base Layer Set - Women's,Ski,2026-05-08,Weekly,4,67.69,0.6,Stable,20,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
326,3052,Thermal Base Layer Set - Women's,Ski,2026-05-15,Weekly,4,63.81,0.6,Stable,20,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
327,3052,Thermal Base Layer Set - Women's,Ski,2026-05-22,Weekly,4,68.76,0.6,Stable,20,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
328,3052,Thermal Base Layer Set - Women's,Ski,2026-06-01,Monthly,20,64.42,0.97,Stable,20,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
329,3052,Thermal Base Layer Set - Women's,Ski,2026-07-01,Monthly,20,64.42,0.97,Stable,20,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
330,3053,Waterproof Ski Pants,Ski,2026-05-01,Monthly,46,79.86,0.98,Stable,47,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
331,3053,Waterproof Ski Pants,Ski,2026-05-01,Weekly,10,84.65,0.6,Stable,47,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
332,3053,Waterproof Ski Pants,Ski,2026-05-08,Weekly,10,78.32,0.6,Stable,47,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
333,3053,Waterproof Ski Pants,Ski,2026-05-15,Weekly,10,79.14,0.6,Stable,47,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
334,3053,Waterproof Ski Pants,Ski,2026-05-22,Weekly,10,77.6,0.6,Stable,47,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
335,3053,Waterproof Ski Pants,Ski,2026-06-01,Monthly,47,79.86,0.97,Stable,47,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
336,3053,Waterproof Ski Pants,Ski,2026-07-01,Monthly,48,79.86,0.97,Stable,47,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
337,3061,Professional Ski Helmet,Ski,2026-05-01,Monthly,16,76.68,0.98,Stable,17,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
338,3061,Professional Ski Helmet,Ski,2026-05-01,Weekly,3,77.33,0.6,Stable,17,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
339,3061,Professional Ski Helmet,Ski,2026-05-08,Weekly,3,78.86,0.6,Stable,17,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
340,3061,Professional Ski Helmet,Ski,2026-05-15,Weekly,3,78.23,0.6,Stable,17,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
341,3061,Professional Ski Helmet,Ski,2026-05-22,Weekly,3,76.56,0.6,Stable,17,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
342,3061,Professional Ski Helmet,Ski,2026-06-01,Monthly,17,76.68,0.97,Stable,17,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
343,3061,Professional Ski Helmet,Ski,2026-07-01,Monthly,17,76.68,0.97,Stable,17,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
344,3062,Anti-Fog Ski Goggles,Ski,2026-05-01,Monthly,23,74.01,0.98,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
345,3062,Anti-Fog Ski Goggles,Ski,2026-05-01,Weekly,5,77.66,0.6,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
346,3062,Anti-Fog Ski Goggles,Ski,2026-05-08,Weekly,5,69.61,0.6,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
347,3062,Anti-Fog Ski Goggles,Ski,2026-05-15,Weekly,5,72.78,0.6,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
348,3062,Anti-Fog Ski Goggles,Ski,2026-05-22,Weekly,5,69.66,0.6,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
349,3062,Anti-Fog Ski Goggles,Ski,2026-06-01,Monthly,24,74.01,0.97,Stable,24,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
350,3062,Anti-Fog Ski Goggles,Ski,2026-07-01,Monthly,24,74.01,0.97,Stable,24,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
351,3071,Ski Boot Bag - Premium,Ski,2026-05-01,Monthly,37,79.95,0.98,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
352,3071,Ski Boot Bag - Premium,Ski,2026-05-01,Weekly,8,75.17,0.6,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
353,3071,Ski Boot Bag - Premium,Ski,2026-05-08,Weekly,8,84.31,0.6,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
354,3071,Ski Boot Bag - Premium,Ski,2026-05-15,Weekly,8,83.38,0.6,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
355,3071,Ski Boot Bag - Premium,Ski,2026-05-22,Weekly,8,83.94,0.6,Stable,38,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
356,3071,Ski Boot Bag - Premium,Ski,2026-06-01,Monthly,38,79.95,0.97,Stable,38,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
357,3071,Ski Boot Bag - Premium,Ski,2026-07-01,Monthly,39,79.95,0.97,Stable,38,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
358,3072,Hand Warmers - 10 Pack,Ski,2026-05-01,Monthly,8,65.08,0.98,Stable,9,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
359,3072,Hand Warmers - 10 Pack,Ski,2026-05-01,Weekly,1,69.15,0.6,Stable,9,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
360,3072,Hand Warmers - 10 Pack,Ski,2026-05-08,Weekly,1,68.18,0.6,Stable,9,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
361,3072,Hand Warmers - 10 Pack,Ski,2026-05-15,Weekly,1,68.66,0.6,Stable,9,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
362,3072,Hand Warmers - 10 Pack,Ski,2026-05-22,Weekly,1,69.99,0.6,Stable,9,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
363,3072,Hand Warmers - 10 Pack,Ski,2026-06-01,Monthly,9,65.08,0.97,Stable,9,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
364,3072,Hand Warmers - 10 Pack,Ski,2026-07-01,Monthly,9,65.08,0.97,Stable,9,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
365,3081,All-Temp Ski Wax Kit,Ski,2026-05-01,Monthly,5,66.23,0.98,Stable,6,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
366,3081,All-Temp Ski Wax Kit,Ski,2026-05-01,Weekly,1,70.85,0.6,Stable,6,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
367,3081,All-Temp Ski Wax Kit,Ski,2026-05-08,Weekly,1,71.2,0.6,Stable,6,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
368,3081,All-Temp Ski Wax Kit,Ski,2026-05-15,Weekly,1,69.34,0.6,Stable,6,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
369,3081,All-Temp Ski Wax Kit,Ski,2026-05-22,Weekly,1,66.54,0.6,Stable,6,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
370,3081,All-Temp Ski Wax Kit,Ski,2026-06-01,Monthly,6,66.23,0.97,Stable,6,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
371,3081,All-Temp Ski Wax Kit,Ski,2026-07-01,Monthly,6,66.23,0.97,Stable,6,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
372,3082,Edge Tuning Tool Set,Ski,2026-05-01,Monthly,45,67.39,0.98,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
373,3082,Edge Tuning Tool Set,Ski,2026-05-01,Weekly,10,62.53,0.6,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
374,3082,Edge Tuning Tool Set,Ski,2026-05-08,Weekly,10,71.07,0.6,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
375,3082,Edge Tuning Tool Set,Ski,2026-05-15,Weekly,10,65.91,0.6,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
376,3082,Edge Tuning Tool Set,Ski,2026-05-22,Weekly,10,71.96,0.6,Stable,46,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
377,3082,Edge Tuning Tool Set,Ski,2026-06-01,Monthly,46,67.39,0.97,Stable,46,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
378,3082,Edge Tuning Tool Set,Ski,2026-07-01,Monthly,47,67.39,0.97,Stable,46,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
379,3091,Freestyle Snowboard - 155cm,Ski,2026-05-01,Monthly,43,68.56,0.98,Stable,44,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
380,3091,Freestyle Snowboard - 155cm,Ski,2026-05-01,Weekly,10,70.87,0.6,Stable,44,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
381,3091,Freestyle Snowboard - 155cm,Ski,2026-05-08,Weekly,10,65.59,0.6,Stable,44,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
382,3091,Freestyle Snowboard - 155cm,Ski,2026-05-15,Weekly,10,65.55,0.6,Stable,44,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
383,3091,Freestyle Snowboard - 155cm,Ski,2026-05-22,Weekly,10,66.08,0.6,Stable,44,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
384,3091,Freestyle Snowboard - 155cm,Ski,2026-06-01,Monthly,44,68.56,0.97,Stable,44,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
385,3091,Freestyle Snowboard - 155cm,Ski,2026-07-01,Monthly,45,68.56,0.97,Stable,44,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
386,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-01,Monthly,23,78.26,0.98,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
387,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-01,Weekly,5,76.01,0.6,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
388,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-08,Weekly,5,83.05,0.6,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
389,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-15,Weekly,5,75.58,0.6,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
390,3092,All-Mountain Snowboard - 158cm,Ski,2026-05-22,Weekly,5,76.8,0.6,Stable,24,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
391,3092,All-Mountain Snowboard - 158cm,Ski,2026-06-01,Monthly,24,78.26,0.97,Stable,24,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
392,3092,All-Mountain Snowboard - 158cm,Ski,2026-07-01,Monthly,24,78.26,0.97,Stable,24,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
393,3101,Winter Boots - Insulated,Ski,2026-05-01,Monthly,18,65.17,0.98,Stable,19,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
394,3101,Winter Boots - Insulated,Ski,2026-05-01,Weekly,4,66.21,0.6,Stable,19,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
395,3101,Winter Boots - Insulated,Ski,2026-05-08,Weekly,4,68.48,0.6,Stable,19,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
396,3101,Winter Boots - Insulated,Ski,2026-05-15,Weekly,4,60.28,0.6,Stable,19,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
397,3101,Winter Boots - Insulated,Ski,2026-05-22,Weekly,4,66.5,0.6,Stable,19,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
398,3101,Winter Boots - Insulated,Ski,2026-06-01,Monthly,19,65.17,0.97,Stable,19,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
399,3101,Winter Boots - Insulated,Ski,2026-07-01,Monthly,19,65.17,0.97,Stable,19,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
400,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-01,Monthly,20,78.15,0.98,Stable,21,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
401,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-01,Weekly,4,74.71,0.6,Stable,21,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
402,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-08,Weekly,4,79.16,0.6,Stable,21,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
403,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-15,Weekly,4,78.61,0.6,Stable,21,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
404,3102,Winter Hiking Boots - Waterproof,Ski,2026-05-22,Weekly,4,74.61,0.6,Stable,21,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
405,3102,Winter Hiking Boots - Waterproof,Ski,2026-06-01,Monthly,21,78.15,0.97,Stable,21,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
406,3102,Winter Hiking Boots - Waterproof,Ski,2026-07-01,Monthly,21,78.15,0.97,Stable,21,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
407,3103,Snowboard Bindings - Pro,Ski,2026-05-01,Monthly,7,78.56,0.98,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
408,3103,Snowboard Bindings - Pro,Ski,2026-05-01,Weekly,1,80.97,0.6,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
409,3103,Snowboard Bindings - Pro,Ski,2026-05-08,Weekly,1,77.13,0.6,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
410,3103,Snowboard Bindings - Pro,Ski,2026-05-15,Weekly,1,78.4,0.6,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
411,3103,Snowboard Bindings - Pro,Ski,2026-05-22,Weekly,1,74.28,0.6,Stable,8,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
412,3103,Snowboard Bindings - Pro,Ski,2026-06-01,Monthly,8,78.56,0.97,Stable,8,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
413,3103,Snowboard Bindings - Pro,Ski,2026-07-01,Monthly,8,78.56,0.97,Stable,8,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
414,3104,Ski Tuning Bench - Portable,Ski,2026-05-01,Monthly,39,77.07,0.98,Stable,40,1.02,1.02,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
415,3104,Ski Tuning Bench - Portable,Ski,2026-05-01,Weekly,9,77.38,0.6,Stable,40,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
416,3104,Ski Tuning Bench - Portable,Ski,2026-05-08,Weekly,9,75.28,0.6,Stable,40,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
417,3104,Ski Tuning Bench - Portable,Ski,2026-05-15,Weekly,9,76.7,0.6,Stable,40,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
418,3104,Ski Tuning Bench - Portable,Ski,2026-05-22,Weekly,9,80.24,0.6,Stable,40,1.02,1.02,Recent Sales Trend Analysis + Seasonal,7,,,system,2026-03-16 11:10:41
419,3104,Ski Tuning Bench - Portable,Ski,2026-06-01,Monthly,40,77.07,0.97,Stable,40,1.02,1.04,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
420,3104,Ski Tuning Bench - Portable,Ski,2026-07-01,Monthly,41,77.07,0.97,Stable,40,1.02,1.061,Recent Sales Trend Analysis + Seasonal,30,,,system,2026-03-16 11:10:41
