ForecastID,ProductID,ProductName,ForecastDate,ForecastPeriod,PredictedDemand,ConfidenceLevel,SeasonalMultiplier,TrendDirection,BaselineDemand,SalesTrendMultiplier,CompoundTrendMultiplier,MethodUsed,ForecastHorizon,ActualDemand,AccuracyScore,CreatedBy,CreatedDate
330,3053,Waterproof Ski Pants,2026-05-01,Monthly,43,77.55,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-15
331,3053,Waterproof Ski Pants,2026-05-01,Weekly,10,81.48,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-20
332,3053,Waterproof Ski Pants,2026-05-08,Weekly,10,73.1,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
333,3053,Waterproof Ski Pants,2026-05-15,Weekly,10,81.46,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
334,3053,Waterproof Ski Pants,2026-05-22,Weekly,10,81.43,1.0,Growing,40,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
335,3053,Waterproof Ski Pants,2026-06-01,Monthly,93,77.55,1.0,Growing,80,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
336,3053,Waterproof Ski Pants,2026-07-01,Monthly,100,77.55,1.0,Growing,80,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
337,3061,Professional Ski Helmet,2026-05-01,Monthly,17,87.21,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
338,3061,Professional Ski Helmet,2026-05-01,Weekly,3,85.88,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
339,3061,Professional Ski Helmet,2026-05-08,Weekly,3,89.0,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-07
340,3061,Professional Ski Helmet,2026-05-15,Weekly,3,86.82,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
341,3061,Professional Ski Helmet,2026-05-22,Weekly,3,89.46,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-11
342,3061,Professional Ski Helmet,2026-06-01,Monthly,37,87.21,1.0,Growing,32,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-25
343,3061,Professional Ski Helmet,2026-07-01,Monthly,80,87.21,1.0,Growing,64,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
344,3062,Anti-Fog Ski Goggles,2026-05-01,Monthly,17,85.86,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-05
345,3062,Anti-Fog Ski Goggles,2026-05-01,Weekly,3,81.51,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
346,3062,Anti-Fog Ski Goggles,2026-05-08,Weekly,3,88.18,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
347,3062,Anti-Fog Ski Goggles,2026-05-15,Weekly,3,84.83,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
348,3062,Anti-Fog Ski Goggles,2026-05-22,Weekly,3,90.21,1.0,Growing,16,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-06
349,3062,Anti-Fog Ski Goggles,2026-06-01,Monthly,37,85.86,1.0,Growing,32,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-01
350,3062,Anti-Fog Ski Goggles,2026-07-01,Monthly,80,85.86,1.0,Growing,64,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-26
351,3071,Ski Boot Bag - Premium,2026-05-01,Monthly,10,78.29,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-19
352,3071,Ski Boot Bag - Premium,2026-05-01,Weekly,2,82.78,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
353,3071,Ski Boot Bag - Premium,2026-05-08,Weekly,2,77.66,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
354,3071,Ski Boot Bag - Premium,2026-05-15,Weekly,2,75.72,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-22
355,3071,Ski Boot Bag - Premium,2026-05-22,Weekly,2,77.4,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
356,3071,Ski Boot Bag - Premium,2026-06-01,Monthly,23,78.29,1.0,Growing,20,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-07
357,3071,Ski Boot Bag - Premium,2026-07-01,Monthly,50,78.29,1.0,Growing,40,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-29
358,3072,Hand Warmers - 10 Pack,2026-05-01,Monthly,12,84.34,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
359,3072,Hand Warmers - 10 Pack,2026-05-01,Weekly,2,89.04,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
360,3072,Hand Warmers - 10 Pack,2026-05-08,Weekly,2,85.89,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-21
361,3072,Hand Warmers - 10 Pack,2026-05-15,Weekly,2,87.76,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
362,3072,Hand Warmers - 10 Pack,2026-05-22,Weekly,2,86.77,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-03-31
363,3072,Hand Warmers - 10 Pack,2026-06-01,Monthly,27,84.34,1.0,Growing,24,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
364,3072,Hand Warmers - 10 Pack,2026-07-01,Monthly,60,84.34,1.0,Growing,48,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-11
365,3081,All-Temp Ski Wax Kit,2026-05-01,Monthly,38,88.98,1.0,Growing,36,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
366,3081,All-Temp Ski Wax Kit,2026-05-01,Weekly,8,88.58,1.0,Growing,36,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
367,3081,All-Temp Ski Wax Kit,2026-05-08,Weekly,8,90.09,1.0,Growing,36,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-25
368,3081,All-Temp Ski Wax Kit,2026-05-15,Weekly,8,90.02,1.0,Growing,36,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
369,3081,All-Temp Ski Wax Kit,2026-05-22,Weekly,8,87.42,1.0,Growing,36,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
370,3081,All-Temp Ski Wax Kit,2026-06-01,Monthly,83,88.98,1.0,Growing,72,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-16
371,3081,All-Temp Ski Wax Kit,2026-07-01,Monthly,90,88.98,1.0,Growing,72,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-22
372,3082,Edge Tuning Tool Set,2026-05-01,Monthly,41,93.84,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
373,3082,Edge Tuning Tool Set,2026-05-01,Weekly,9,95.4,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
374,3082,Edge Tuning Tool Set,2026-05-08,Weekly,9,98.73,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
375,3082,Edge Tuning Tool Set,2026-05-15,Weekly,9,89.09,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
376,3082,Edge Tuning Tool Set,2026-05-22,Weekly,9,90.65,1.0,Growing,38,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
377,3082,Edge Tuning Tool Set,2026-06-01,Monthly,88,93.84,1.0,Growing,76,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
378,3082,Edge Tuning Tool Set,2026-07-01,Monthly,95,93.84,1.0,Growing,76,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-17
379,3091,Freestyle Snowboard - 155cm,2026-05-01,Monthly,10,93.36,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
380,3091,Freestyle Snowboard - 155cm,2026-05-01,Weekly,2,95.03,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
381,3091,Freestyle Snowboard - 155cm,2026-05-08,Weekly,2,96.82,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-03
382,3091,Freestyle Snowboard - 155cm,2026-05-15,Weekly,2,94.64,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-29
383,3091,Freestyle Snowboard - 155cm,2026-05-22,Weekly,2,90.62,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-01
384,3091,Freestyle Snowboard - 155cm,2026-06-01,Monthly,23,93.36,1.0,Growing,20,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-21
385,3091,Freestyle Snowboard - 155cm,2026-07-01,Monthly,50,93.36,1.0,Growing,40,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-13
386,3092,All-Mountain Snowboard - 158cm,2026-05-01,Monthly,12,91.12,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-15
387,3092,All-Mountain Snowboard - 158cm,2026-05-01,Weekly,2,92.93,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-24
388,3092,All-Mountain Snowboard - 158cm,2026-05-08,Weekly,2,94.5,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
389,3092,All-Mountain Snowboard - 158cm,2026-05-15,Weekly,2,87.78,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
390,3092,All-Mountain Snowboard - 158cm,2026-05-22,Weekly,2,87.46,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
391,3092,All-Mountain Snowboard - 158cm,2026-06-01,Monthly,27,91.12,1.0,Growing,24,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
392,3092,All-Mountain Snowboard - 158cm,2026-07-01,Monthly,60,91.12,1.0,Growing,48,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
393,3101,Winter Boots - Insulated,2026-05-01,Monthly,12,91.15,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-20
394,3101,Winter Boots - Insulated,2026-05-01,Weekly,2,88.29,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-14
395,3101,Winter Boots - Insulated,2026-05-08,Weekly,2,92.42,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
396,3101,Winter Boots - Insulated,2026-05-15,Weekly,2,90.49,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-06
397,3101,Winter Boots - Insulated,2026-05-22,Weekly,2,90.71,1.0,Growing,12,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-16
398,3101,Winter Boots - Insulated,2026-06-01,Monthly,27,91.15,1.0,Growing,24,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-02
399,3101,Winter Boots - Insulated,2026-07-01,Monthly,60,91.15,1.0,Growing,48,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-25
400,3102,Winter Hiking Boots - Waterproof,2026-05-01,Monthly,6,94.62,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-14
401,3102,Winter Hiking Boots - Waterproof,2026-05-01,Weekly,1,95.51,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
402,3102,Winter Hiking Boots - Waterproof,2026-05-08,Weekly,1,94.19,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-19
403,3102,Winter Hiking Boots - Waterproof,2026-05-15,Weekly,1,97.85,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-17
404,3102,Winter Hiking Boots - Waterproof,2026-05-22,Weekly,1,99.52,1.0,Growing,6,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
405,3102,Winter Hiking Boots - Waterproof,2026-06-01,Monthly,13,94.62,1.0,Growing,12,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-03
406,3102,Winter Hiking Boots - Waterproof,2026-07-01,Monthly,30,94.62,1.0,Growing,24,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-10
407,3103,Snowboard Bindings - Pro,2026-05-01,Monthly,10,90.7,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-12
408,3103,Snowboard Bindings - Pro,2026-05-01,Weekly,2,87.99,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-26
409,3103,Snowboard Bindings - Pro,2026-05-08,Weekly,2,94.4,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-28
410,3103,Snowboard Bindings - Pro,2026-05-15,Weekly,2,93.98,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-15
411,3103,Snowboard Bindings - Pro,2026-05-22,Weekly,2,94.51,1.0,Growing,10,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-09
412,3103,Snowboard Bindings - Pro,2026-06-01,Monthly,23,90.7,1.0,Growing,20,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-21
413,3103,Snowboard Bindings - Pro,2026-07-01,Monthly,50,90.7,1.0,Growing,40,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-04-26
414,3104,Ski Tuning Bench - Portable,2026-05-01,Monthly,32,85.07,1.0,Growing,30,1.08,1.08,Business Growth Forecast (8% Monthly),30,,,system,2026-04-04
415,3104,Ski Tuning Bench - Portable,2026-05-01,Weekly,7,81.37,1.0,Growing,30,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-10
416,3104,Ski Tuning Bench - Portable,2026-05-08,Weekly,7,81.97,1.0,Growing,30,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-04
417,3104,Ski Tuning Bench - Portable,2026-05-15,Weekly,7,86.26,1.0,Growing,30,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-02
418,3104,Ski Tuning Bench - Portable,2026-05-22,Weekly,7,87.68,1.0,Growing,30,1.08,1.08,Business Growth Forecast (8% Monthly),7,,,system,2026-04-13
419,3104,Ski Tuning Bench - Portable,2026-06-01,Monthly,69,85.07,1.0,Growing,60,1.08,1.166,Business Growth Forecast (8% Monthly),30,,,system,2026-04-24
420,3104,Ski Tuning Bench - Portable,2026-07-01,Monthly,75,85.07,1.0,Growing,60,1.08,1.26,Business Growth Forecast (8% Monthly),30,,,system,2026-03-31
