TransactionID,ProductID,WarehouseID,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
1950,3042,2,Sale,2025-07-11,-39,62.54,2439.06,SO-20614,Customer Sale,169,130,warehouse2,Transaction processed for Backup location,system,2025-07-11
1951,3101,1,Sale,2025-12-20,-17,114.44,1945.48,SO-12010,Customer Sale,63,46,warehouse2,Transaction processed for WH_100 location,system,2025-12-20
1952,2011,2,Receipt,2025-08-30,162,128.86,20875.32,PO-2384,Purchase Order Receipt,80,242,system,Transaction processed for Backup location,system,2025-08-30
1953,1512,1,Sale,2026-04-30,-37,219.21,8110.77,SO-32246,Customer Sale,51,14,warehouse2,Transaction processed for WH_100 location,system,2026-04-30
1954,1512,1,Return,2025-09-26,2,175.37,350.74,RET-52754,Customer Return,11,13,warehouse2,Transaction processed for WH_100 location,system,2025-09-26
1955,1511,2,Damage,2026-03-25,-9,321.96,2897.64,DMG-1955,Quality Issue,76,67,warehouse2,Transaction processed for WH_200 location,system,2026-03-25
1956,2061,1,Receipt,2025-08-25,138,26.2,3615.6,PO-5253,Purchase Order Receipt,119,257,warehouse1,Transaction processed for WH_100 location,system,2025-08-25
1957,1563,1,Receipt,2026-04-17,126,68.49,8629.74,PO-3275,Purchase Order Receipt,22,148,warehouse2,Transaction processed for WH_100 location,system,2026-04-17
1958,1571,1,Transfer,2026-02-13,-36,109.65,3947.4,TRF-6635,Warehouse Transfer,326,290,warehouse2,Transaction processed for WH_100 location,system,2026-02-13
1959,1523,2,Adjustment,2026-04-02,11,54.46,599.06,ADJ-1959,System Correction,55,66,warehouse2,Transaction processed for WH_200 location,system,2026-04-02
1960,1522,1,Sale,2025-08-01,-24,163.1,3914.4,SO-35907,Customer Sale,128,104,warehouse2,Transaction processed for WH_100 location,system,2025-08-01
1961,2012,2,Sale,2026-02-19,-26,312.61,8127.86,SO-18867,Customer Sale,29,3,warehouse2,Transaction processed for Backup location,system,2026-02-19
1962,3072,1,Receipt,2026-04-20,32,11.21,358.72,PO-8263,Purchase Order Receipt,178,210,warehouse1,Transaction processed for WH_100 location,system,2026-04-20
1963,3021,1,Receipt,2025-07-10,39,263.98,10295.22,PO-9808,Purchase Order Receipt,20,59,warehouse2,Transaction processed for WH_100 location,system,2025-07-10
1964,3033,1,Receipt,2025-09-10,97,432.12,41915.64,PO-4876,Purchase Order Receipt,128,225,warehouse1,Transaction processed for WH_100 location,system,2025-09-10
1965,2112,1,Sale,2025-07-22,-17,66.6,1132.2,SO-34058,Customer Sale,117,100,system,Transaction processed for WH_100 location,system,2025-07-22
1966,3101,1,Sale,2026-01-27,-1,114.44,114.44,SO-31375,Customer Sale,29,28,warehouse2,Transaction processed for WH_100 location,system,2026-01-27
1967,2031,1,Transfer,2025-11-10,-10,23.04,230.4,TRF-9375,Warehouse Transfer,54,44,warehouse2,Transaction processed for WH_100 location,system,2025-11-10
1968,3052,2,Sale,2026-04-01,-39,115.25,4494.75,SO-83035,Customer Sale,39,0,warehouse1,Transaction processed for Backup location,system,2026-04-01
1969,2071,1,Adjustment,2026-01-15,-18,21.94,394.92,ADJ-1969,Cycle Count,45,27,warehouse2,Transaction processed for WH_100 location,system,2026-01-15
1970,2112,1,Adjustment,2026-03-28,0,66.6,0.0,ADJ-1970,System Correction,144,144,warehouse2,Transaction processed for WH_100 location,system,2026-03-28
1971,2101,2,Transfer,2026-02-07,-20,13.5,270.0,TRF-1960,Warehouse Transfer,125,105,warehouse2,Transaction processed for WH_200 location,system,2026-02-07
1972,1533,1,Receipt,2026-03-30,151,106.84,16132.84,PO-8327,Purchase Order Receipt,110,261,warehouse1,Transaction processed for WH_100 location,system,2026-03-30
1973,3051,1,Adjustment,2025-12-01,11,226.49,2491.39,ADJ-1973,System Correction,3,14,warehouse2,Transaction processed for WH_100 location,system,2025-12-01
1974,2061,1,Transfer,2025-08-31,-40,25.72,1028.8,TRF-6110,Warehouse Transfer,63,23,warehouse1,Transaction processed for WH_100 location,system,2025-08-31
1975,3031,2,Sale,2025-07-06,-20,419.97,8399.4,SO-47820,Customer Sale,20,0,warehouse1,Transaction processed for Backup location,system,2025-07-06
1976,3011,1,Sale,2025-09-27,-8,968.68,7749.44,SO-89989,Customer Sale,141,133,warehouse2,Transaction processed for WH_100 location,system,2025-09-27
1977,1532,1,Sale,2025-12-07,-7,67.64,473.48,SO-51767,Customer Sale,30,23,system,Transaction processed for WH_100 location,system,2025-12-07
1978,1553,1,Sale,2026-04-05,-40,91.38,3655.2,SO-72600,Customer Sale,40,0,system,Transaction processed for WH_100 location,system,2026-04-05
1979,1541,1,Sale,2025-11-10,-22,132.59,2916.98,SO-37412,Customer Sale,48,26,system,Transaction processed for WH_100 location,system,2025-11-10
1980,2071,1,Damage,2026-03-19,-2,21.94,43.88,DMG-1980,Warehouse Damage,2,0,system,Transaction processed for WH_100 location,system,2026-03-19
1981,3081,1,Sale,2025-07-01,-26,58.16,1512.16,SO-39116,Customer Sale,48,22,warehouse2,Transaction processed for WH_100 location,system,2025-07-01
1982,3022,1,Return,2026-04-03,4,282.02,1128.08,RET-93884,Customer Return,16,20,warehouse1,Transaction processed for WH_100 location,system,2026-04-03
1983,1523,2,Adjustment,2025-11-28,-20,54.46,1089.2,ADJ-1983,System Correction,172,152,warehouse2,Transaction processed for WH_200 location,system,2025-11-28
1984,3053,1,Receipt,2026-04-24,166,177.73,29503.18,PO-3285,Purchase Order Receipt,75,241,warehouse1,Transaction processed for WH_100 location,system,2026-04-24
1985,3104,2,Sale,2025-07-14,-9,118.89,1070.01,SO-41983,Customer Sale,186,177,warehouse1,Transaction processed for WH_200 location,system,2025-07-14
1986,2111,2,Sale,2026-01-28,-2,142.6,285.2,SO-38434,Customer Sale,84,82,warehouse2,Transaction processed for WH_200 location,system,2026-01-28
1987,3091,2,Receipt,2026-04-18,85,453.56,38552.6,PO-7679,Purchase Order Receipt,108,193,system,Transaction processed for Backup location,system,2026-04-18
1988,3042,2,Sale,2025-12-26,-37,62.54,2313.98,SO-26878,Customer Sale,85,48,warehouse1,Transaction processed for Backup location,system,2025-12-26
1989,3104,2,Sale,2026-02-14,-13,118.89,1545.57,SO-18953,Customer Sale,119,106,system,Transaction processed for Backup location,system,2026-02-14
1990,1543,1,Receipt,2025-11-03,139,66.36,9224.04,PO-6606,Purchase Order Receipt,74,213,system,Transaction processed for WH_100 location,system,2025-11-03
1991,1531,1,Sale,2025-12-12,-45,91.09,4099.05,SO-37068,Customer Sale,92,47,system,Transaction processed for WH_100 location,system,2025-12-12
1992,3082,1,Transfer,2025-07-09,-7,84.82,593.74,TRF-4578,Warehouse Transfer,185,178,system,Transaction processed for WH_100 location,system,2025-07-09
1993,1561,1,Sale,2026-04-03,-10,82.06,820.6,SO-90364,Customer Sale,10,0,warehouse2,Transaction processed for WH_100 location,system,2026-04-03
1994,3101,1,Return,2025-07-17,4,91.55,366.2,RET-41839,Customer Return,13,17,warehouse1,Transaction processed for WH_100 location,system,2025-07-17
1995,3104,2,Damage,2025-12-23,-9,118.89,1070.01,DMG-1995,Warehouse Damage,78,69,system,Transaction processed for WH_200 location,system,2025-12-23
1996,2012,1,Receipt,2025-09-11,115,308.71,35501.65,PO-9250,Purchase Order Receipt,43,158,system,Transaction processed for WH_100 location,system,2025-09-11
1997,3081,1,Sale,2025-07-26,-24,58.16,1395.84,SO-18051,Customer Sale,128,104,system,Transaction processed for WH_100 location,system,2025-07-26
1998,3041,2,Receipt,2025-10-06,198,123.5,24453.0,PO-3540,Purchase Order Receipt,32,230,warehouse1,Transaction processed for Backup location,system,2025-10-06
1999,1532,1,Sale,2025-10-04,-49,67.64,3314.36,SO-80398,Customer Sale,107,58,warehouse1,Transaction processed for WH_100 location,system,2025-10-04
2000,3012,2,Return,2025-09-11,3,527.29,1581.87,RET-93946,Customer Return,49,52,warehouse1,Transaction processed for Backup location,system,2025-09-11
2001,1563,1,Receipt,2025-12-23,25,67.96,1699.0,PO-1588,Purchase Order Receipt,35,60,warehouse1,Transaction processed for WH_100 location,system,2025-12-23
2002,1523,2,Receipt,2026-03-14,112,53.7,6014.4,PO-4134,Purchase Order Receipt,144,256,warehouse2,Transaction processed for WH_200 location,system,2026-03-14
2003,2081,2,Receipt,2026-03-08,77,26.49,2039.73,PO-8761,Purchase Order Receipt,133,210,warehouse2,Transaction processed for WH_200 location,system,2026-03-08
2004,1553,1,Receipt,2025-09-14,145,89.7,13006.5,PO-9913,Purchase Order Receipt,181,326,warehouse2,Transaction processed for WH_100 location,system,2025-09-14
2005,3103,1,Sale,2025-11-21,-50,180.33,9016.5,SO-98924,Customer Sale,90,40,system,Transaction processed for WH_100 location,system,2025-11-21
2006,2101,2,Transfer,2026-04-14,-39,13.5,526.5,TRF-1671,Warehouse Transfer,139,100,warehouse1,Transaction processed for WH_200 location,system,2026-04-14
2007,3104,2,Receipt,2026-04-19,131,118.65,15543.15,PO-1922,Purchase Order Receipt,58,189,system,Transaction processed for Backup location,system,2026-04-19
2008,3022,1,Return,2026-02-22,2,282.02,564.04,RET-37969,Customer Return,131,133,warehouse2,Transaction processed for WH_100 location,system,2026-02-22
2009,3042,1,Transfer,2025-11-27,-10,62.54,625.4,TRF-8149,Warehouse Transfer,317,307,warehouse1,Transaction processed for WH_100 location,system,2025-11-27
2010,3011,1,Adjustment,2026-01-19,-15,968.68,14530.2,ADJ-2010,System Correction,205,190,warehouse2,Transaction processed for WH_100 location,system,2026-01-19
2011,2051,2,Receipt,2025-10-17,153,16.96,2594.88,PO-8038,Purchase Order Receipt,90,243,warehouse2,Transaction processed for Backup location,system,2025-10-17
2012,3101,1,Transfer,2025-08-20,-15,114.44,1716.6,TRF-4317,Warehouse Transfer,92,77,warehouse2,Transaction processed for WH_100 location,system,2025-08-20
2013,3053,1,Sale,2025-12-25,-5,180.15,900.75,SO-60204,Customer Sale,199,194,warehouse2,Transaction processed for WH_100 location,system,2025-12-25
2014,2101,2,Sale,2026-03-02,-31,13.5,418.5,SO-33555,Customer Sale,124,93,warehouse1,Transaction processed for WH_200 location,system,2026-03-02
2015,3011,1,Sale,2026-04-19,-16,968.68,15498.88,SO-90333,Customer Sale,196,180,system,Transaction processed for WH_100 location,system,2026-04-19
2016,3052,1,Transfer,2026-01-09,-2,115.25,230.5,TRF-6427,Warehouse Transfer,2,0,system,Transaction processed for WH_100 location,system,2026-01-09
2017,1541,2,Sale,2025-12-11,-37,132.59,4905.83,SO-10580,Customer Sale,65,28,warehouse2,Transaction processed for Backup location,system,2025-12-11
2018,3102,2,Receipt,2025-07-25,70,172.37,12065.9,PO-9024,Purchase Order Receipt,66,136,warehouse2,Transaction processed for Backup location,system,2025-07-25
2019,3103,2,Return,2025-12-06,3,144.26,432.78,RET-73918,Customer Return,17,20,warehouse2,Transaction processed for Backup location,system,2025-12-06
2020,3081,1,Sale,2026-03-13,-10,58.16,581.6,SO-11128,Customer Sale,75,65,warehouse1,Transaction processed for WH_100 location,system,2026-03-13
2021,3053,1,Transfer,2025-12-17,-14,180.15,2522.1,TRF-9146,Warehouse Transfer,14,0,warehouse2,Transaction processed for WH_100 location,system,2025-12-17
2022,3013,1,Sale,2025-09-09,-9,344.68,3102.12,SO-49712,Customer Sale,9,0,system,Transaction processed for WH_100 location,system,2025-09-09
2023,3104,2,Sale,2025-08-22,-9,118.89,1070.01,SO-43639,Customer Sale,95,86,system,Transaction processed for Backup location,system,2025-08-22
2024,1532,1,Receipt,2025-07-15,28,70.0,1960.0,PO-8598,Purchase Order Receipt,101,129,warehouse1,Transaction processed for WH_100 location,system,2025-07-15
2025,2061,1,Receipt,2025-12-20,189,26.06,4925.34,PO-1665,Purchase Order Receipt,189,378,warehouse1,Transaction processed for WH_100 location,system,2025-12-20
2026,1522,2,Transfer,2025-10-22,-49,163.1,7991.9,TRF-8184,Warehouse Transfer,119,70,system,Transaction processed for Backup location,system,2025-10-22
2027,3011,1,Sale,2025-11-08,-3,968.68,2906.04,SO-71492,Customer Sale,218,215,system,Transaction processed for WH_100 location,system,2025-11-08
2028,1543,1,Receipt,2025-12-28,139,63.37,8808.43,PO-4473,Purchase Order Receipt,69,208,system,Transaction processed for WH_100 location,system,2025-12-28
2029,3041,2,Return,2025-08-07,1,102.19,102.19,RET-69335,Customer Return,149,150,warehouse1,Transaction processed for WH_200 location,system,2025-08-07
2030,3031,2,Receipt,2026-01-14,34,419.41,14259.94,PO-2678,Purchase Order Receipt,93,127,warehouse1,Transaction processed for Backup location,system,2026-01-14
2031,3053,1,Sale,2025-11-18,-25,180.15,4503.75,SO-48998,Customer Sale,53,28,system,Transaction processed for WH_100 location,system,2025-11-18
2032,3103,2,Damage,2026-02-15,-5,180.33,901.65,DMG-2032,Warehouse Damage,118,113,warehouse1,Transaction processed for Backup location,system,2026-02-15
2033,3091,2,Adjustment,2026-03-15,-10,456.94,4569.4,ADJ-2033,Physical Count,90,80,warehouse2,Transaction processed for Backup location,system,2026-03-15
2034,2012,1,Sale,2026-03-24,-14,312.61,4376.54,SO-92076,Customer Sale,195,181,system,Transaction processed for WH_100 location,system,2026-03-24
2035,2012,1,Adjustment,2025-12-17,-12,312.61,3751.32,ADJ-2035,Physical Count,183,171,warehouse2,Transaction processed for WH_100 location,system,2025-12-17
2036,3071,2,Sale,2025-09-12,-8,39.17,313.36,SO-81297,Customer Sale,8,0,system,Transaction processed for WH_200 location,system,2025-09-12
2037,1581,1,Sale,2026-04-24,-26,48.56,1262.56,SO-79312,Customer Sale,126,100,warehouse1,Transaction processed for WH_100 location,system,2026-04-24
2038,2121,1,Receipt,2026-03-01,62,30.37,1882.94,PO-6377,Purchase Order Receipt,70,132,warehouse1,Transaction processed for WH_100 location,system,2026-03-01
2039,1562,1,Receipt,2025-08-28,138,125.0,17250.0,PO-6341,Purchase Order Receipt,47,185,warehouse1,Transaction processed for WH_100 location,system,2025-08-28
2040,3052,1,Receipt,2025-10-18,192,113.06,21707.52,PO-4198,Purchase Order Receipt,107,299,warehouse1,Transaction processed for WH_100 location,system,2025-10-18
2041,3021,1,Adjustment,2025-07-08,-3,270.38,811.14,ADJ-2041,System Correction,3,0,warehouse1,Transaction processed for WH_100 location,system,2025-07-08
2042,1553,2,Sale,2026-03-27,-14,91.38,1279.32,SO-94081,Customer Sale,14,0,warehouse2,Transaction processed for Backup location,system,2026-03-27
2043,3032,1,Adjustment,2026-04-09,-9,240.85,2167.65,ADJ-2043,System Correction,12,3,warehouse1,Transaction processed for WH_100 location,system,2026-04-09
2044,2012,2,Sale,2025-09-01,-21,312.61,6564.81,SO-55423,Customer Sale,21,0,warehouse1,Transaction processed for Backup location,system,2025-09-01
2045,3092,1,Adjustment,2026-03-03,13,540.11,7021.43,ADJ-2045,Cycle Count,256,269,warehouse1,Transaction processed for WH_100 location,system,2026-03-03
2046,2012,2,Receipt,2025-11-18,16,300.86,4813.76,PO-2053,Purchase Order Receipt,111,127,warehouse1,Transaction processed for Backup location,system,2025-11-18
2047,2081,2,Receipt,2026-04-05,16,24.72,395.52,PO-4183,Purchase Order Receipt,188,204,warehouse2,Transaction processed for WH_200 location,system,2026-04-05
2048,1522,2,Transfer,2025-10-19,-36,163.1,5871.6,TRF-7814,Warehouse Transfer,36,0,warehouse1,Transaction processed for Backup location,system,2025-10-19
2049,3041,2,Transfer,2026-03-02,-23,127.74,2938.02,TRF-6139,Warehouse Transfer,74,51,system,Transaction processed for Backup location,system,2026-03-02
2050,2101,2,Receipt,2026-01-07,167,13.48,2251.16,PO-4295,Purchase Order Receipt,97,264,warehouse1,Transaction processed for WH_200 location,system,2026-01-07
2051,1561,1,Sale,2025-12-17,-26,82.06,2133.56,SO-59490,Customer Sale,29,3,warehouse2,Transaction processed for WH_100 location,system,2025-12-17
2052,1562,1,Sale,2025-12-05,-35,121.04,4236.4,SO-34793,Customer Sale,52,17,warehouse2,Transaction processed for WH_100 location,system,2025-12-05
2053,1533,1,Adjustment,2026-01-06,-5,107.2,536.0,ADJ-2053,Cycle Count,5,0,warehouse1,Transaction processed for WH_100 location,system,2026-01-06
2054,2051,2,Sale,2025-12-24,0,16.44,0.0,SO-87179,Customer Sale,0,0,warehouse2,Transaction processed for Backup location,system,2025-12-24
2055,1561,1,Sale,2026-02-25,-4,82.06,328.24,SO-61615,Customer Sale,4,0,warehouse1,Transaction processed for WH_100 location,system,2026-02-25
2056,2091,1,Sale,2025-08-28,-40,7.98,319.2,SO-42634,Customer Sale,96,56,warehouse1,Transaction processed for WH_100 location,system,2025-08-28
2057,2112,1,Adjustment,2025-08-12,5,66.6,333.0,ADJ-2057,Physical Count,68,73,system,Transaction processed for WH_100 location,system,2025-08-12
2058,1541,1,Sale,2026-01-01,-3,132.59,397.77,SO-74338,Customer Sale,78,75,warehouse1,Transaction processed for WH_100 location,system,2026-01-01
2059,3062,3,Sale,2026-04-08,-18,88.18,1587.24,SO-88904,Customer Sale,18,0,system,Transaction processed for WH_500 location,system,2026-04-08
2060,3011,1,Sale,2026-03-21,-48,968.68,46496.64,SO-96263,Customer Sale,110,62,system,Transaction processed for WH_100 location,system,2026-03-21
2061,1512,1,Return,2025-10-05,4,175.37,701.48,RET-72547,Customer Return,67,71,system,Transaction processed for WH_100 location,system,2025-10-05
2062,2051,1,Receipt,2026-02-11,63,17.21,1084.23,PO-1098,Purchase Order Receipt,107,170,system,Transaction processed for WH_100 location,system,2026-02-11
2063,2041,1,Sale,2025-12-25,-31,44.39,1376.09,SO-47183,Customer Sale,87,56,warehouse2,Transaction processed for WH_100 location,system,2025-12-25
2064,1511,2,Sale,2026-04-20,-24,321.96,7727.04,SO-36149,Customer Sale,113,89,warehouse1,Transaction processed for WH_200 location,system,2026-04-20
2065,2071,2,Adjustment,2026-03-23,6,21.94,131.64,ADJ-2065,System Correction,64,70,warehouse1,Transaction processed for Backup location,system,2026-03-23
2066,3012,1,Sale,2025-11-14,-12,659.11,7909.32,SO-66615,Customer Sale,246,234,warehouse2,Transaction processed for WH_100 location,system,2025-11-14
2067,2071,1,Transfer,2026-03-01,-19,21.94,416.86,TRF-6545,Warehouse Transfer,19,0,warehouse2,Transaction processed for WH_100 location,system,2026-03-01
2068,1522,1,Adjustment,2025-07-16,3,163.1,489.3,ADJ-2068,Cycle Count,126,129,system,Transaction processed for WH_100 location,system,2025-07-16
2069,3062,3,Return,2025-09-02,5,70.54,352.7,RET-77691,Customer Return,88,93,system,Transaction processed for WH_500 location,system,2025-09-02
2070,1531,1,Sale,2025-07-22,-27,91.09,2459.43,SO-22175,Customer Sale,98,71,warehouse1,Transaction processed for WH_100 location,system,2025-07-22
2071,3012,2,Adjustment,2025-09-02,12,659.11,7909.32,ADJ-2071,Cycle Count,187,199,warehouse2,Transaction processed for Backup location,system,2025-09-02
2072,1512,1,Transfer,2025-11-19,-44,219.21,9645.24,TRF-8631,Warehouse Transfer,104,60,system,Transaction processed for WH_100 location,system,2025-11-19
2073,1541,2,Sale,2025-09-30,-44,132.59,5833.96,SO-95355,Customer Sale,87,43,warehouse2,Transaction processed for Backup location,system,2025-09-30
2074,3071,2,Return,2026-01-19,1,31.34,31.34,RET-57470,Customer Return,22,23,warehouse1,Transaction processed for WH_200 location,system,2026-01-19
2075,3104,2,Transfer,2025-12-24,-19,118.89,2258.91,TRF-5596,Warehouse Transfer,176,157,warehouse1,Transaction processed for WH_200 location,system,2025-12-24
2076,3012,1,Receipt,2026-01-09,19,658.79,12517.01,PO-9270,Purchase Order Receipt,188,207,warehouse2,Transaction processed for WH_100 location,system,2026-01-09
2077,1563,1,Sale,2025-12-21,-23,70.33,1617.59,SO-26157,Customer Sale,24,1,warehouse2,Transaction processed for WH_100 location,system,2025-12-21
2078,2091,1,Sale,2026-01-18,-20,7.98,159.6,SO-38651,Customer Sale,49,29,warehouse1,Transaction processed for WH_100 location,system,2026-01-18
2079,1541,1,Receipt,2025-10-16,53,137.46,7285.38,PO-1166,Purchase Order Receipt,23,76,warehouse2,Transaction processed for WH_100 location,system,2025-10-16
2080,3081,1,Receipt,2026-04-23,146,59.14,8634.44,PO-5954,Purchase Order Receipt,137,283,warehouse2,Transaction processed for WH_100 location,system,2026-04-23
2081,3103,2,Sale,2025-12-21,-18,180.33,3245.94,SO-94353,Customer Sale,141,123,warehouse1,Transaction processed for Backup location,system,2025-12-21
2082,2121,1,Sale,2026-01-23,-2,31.62,63.24,SO-30268,Customer Sale,2,0,warehouse1,Transaction processed for WH_100 location,system,2026-01-23
2083,3052,2,Sale,2025-12-21,-33,115.25,3803.25,SO-57556,Customer Sale,51,18,system,Transaction processed for Backup location,system,2025-12-21
2084,3012,1,Sale,2025-07-02,-6,659.11,3954.66,SO-96831,Customer Sale,171,165,system,Transaction processed for WH_100 location,system,2025-07-02
2085,2051,2,Sale,2025-12-09,-31,16.44,509.64,SO-37824,Customer Sale,109,78,warehouse1,Transaction processed for Backup location,system,2025-12-09
2086,3103,2,Return,2025-07-31,5,144.26,721.3,RET-64010,Customer Return,25,30,warehouse2,Transaction processed for Backup location,system,2025-07-31
2087,1521,2,Adjustment,2025-10-30,-1,122.8,122.8,ADJ-2087,System Correction,100,99,warehouse2,Transaction processed for Backup location,system,2025-10-30
2088,1552,2,Sale,2026-03-05,-47,58.45,2747.15,SO-44434,Customer Sale,283,236,warehouse2,Transaction processed for WH_200 location,system,2026-03-05
2089,3052,1,Sale,2025-10-31,-14,115.25,1613.5,SO-99773,Customer Sale,35,21,warehouse2,Transaction processed for WH_100 location,system,2025-10-31
2090,1563,1,Sale,2025-07-05,-28,70.33,1969.24,SO-82499,Customer Sale,60,32,warehouse2,Transaction processed for WH_100 location,system,2025-07-05
2091,1531,2,Return,2025-08-07,4,72.87,291.48,RET-47797,Customer Return,90,94,warehouse1,Transaction processed for Backup location,system,2025-08-07
2092,2031,1,Receipt,2025-07-02,62,23.64,1465.68,PO-1562,Purchase Order Receipt,132,194,warehouse2,Transaction processed for WH_100 location,system,2025-07-02
2093,1522,1,Damage,2026-04-10,-8,163.1,1304.8,DMG-2093,Warehouse Damage,187,179,warehouse2,Transaction processed for WH_100 location,system,2026-04-10
2094,2011,2,Adjustment,2025-07-19,20,124.64,2492.8,ADJ-2094,Cycle Count,93,113,warehouse1,Transaction processed for Backup location,system,2025-07-19
2095,3091,2,Receipt,2026-01-04,142,441.71,62722.82,PO-3564,Purchase Order Receipt,108,250,warehouse2,Transaction processed for Backup location,system,2026-01-04
2096,1541,2,Sale,2025-10-06,-24,132.59,3182.16,SO-26881,Customer Sale,24,0,warehouse2,Transaction processed for Backup location,system,2025-10-06
2097,1542,1,Sale,2025-08-16,-25,90.83,2270.75,SO-59533,Customer Sale,192,167,warehouse1,Transaction processed for WH_100 location,system,2025-08-16
2098,3072,1,Sale,2026-03-10,-9,10.7,96.3,SO-63638,Customer Sale,110,101,system,Transaction processed for WH_100 location,system,2026-03-10
2099,2012,1,Sale,2025-07-11,-20,312.61,6252.2,SO-29224,Customer Sale,20,0,warehouse2,Transaction processed for WH_100 location,system,2025-07-11
2100,1561,2,Adjustment,2026-04-28,-8,82.06,656.48,ADJ-2100,System Correction,45,37,system,Transaction processed for Backup location,system,2026-04-28
2101,1551,1,Adjustment,2026-04-27,5,67.04,335.2,ADJ-2101,Physical Count,84,89,system,Transaction processed for WH_100 location,system,2026-04-27
2102,2012,1,Receipt,2026-04-24,182,302.48,55051.36,PO-1334,Purchase Order Receipt,1,183,warehouse2,Transaction processed for WH_100 location,system,2026-04-24
2103,3041,2,Sale,2026-03-28,-9,127.74,1149.66,SO-78405,Customer Sale,137,128,system,Transaction processed for WH_200 location,system,2026-03-28
2104,3104,2,Sale,2025-10-28,-14,118.89,1664.46,SO-51464,Customer Sale,98,84,warehouse1,Transaction processed for Backup location,system,2025-10-28
2105,2091,1,Sale,2026-04-15,-33,7.98,263.34,SO-35977,Customer Sale,69,36,warehouse1,Transaction processed for WH_100 location,system,2026-04-15
2106,2051,2,Sale,2026-04-10,-8,16.44,131.52,SO-74834,Customer Sale,116,108,warehouse2,Transaction processed for Backup location,system,2026-04-10
2107,1553,2,Adjustment,2025-12-01,-10,91.38,913.8,ADJ-2107,System Correction,10,0,system,Transaction processed for Backup location,system,2025-12-01
2108,3071,2,Sale,2026-01-29,-6,39.17,235.02,SO-96019,Customer Sale,68,62,warehouse1,Transaction processed for WH_200 location,system,2026-01-29
2109,3012,1,Transfer,2026-04-21,-49,659.11,32296.39,TRF-2966,Warehouse Transfer,219,170,warehouse2,Transaction processed for WH_100 location,system,2026-04-21
2110,3022,2,Adjustment,2026-01-22,-7,352.53,2467.71,ADJ-2110,Physical Count,67,60,warehouse2,Transaction processed for Backup location,system,2026-01-22
2111,2081,2,Sale,2026-01-06,-43,25.3,1087.9,SO-26554,Customer Sale,182,139,warehouse2,Transaction processed for WH_200 location,system,2026-01-06
2112,1543,1,Receipt,2026-01-06,153,62.62,9580.86,PO-3619,Purchase Order Receipt,52,205,system,Transaction processed for WH_100 location,system,2026-01-06
2113,1512,1,Receipt,2026-03-02,131,213.04,27908.24,PO-3280,Purchase Order Receipt,61,192,warehouse2,Transaction processed for WH_100 location,system,2026-03-02
2114,1533,1,Damage,2025-08-22,-9,107.2,964.8,DMG-2114,Shipping Damage,101,92,warehouse1,Transaction processed for WH_100 location,system,2025-08-22
2115,3091,2,Sale,2025-11-18,-37,456.94,16906.78,SO-82901,Customer Sale,40,3,warehouse2,Transaction processed for Backup location,system,2025-11-18
2116,1511,2,Receipt,2025-09-08,102,329.8,33639.6,PO-1101,Purchase Order Receipt,215,317,warehouse2,Transaction processed for WH_200 location,system,2025-09-08
2117,1551,2,Sale,2026-04-08,-30,67.04,2011.2,SO-80363,Customer Sale,77,47,warehouse1,Transaction processed for Backup location,system,2026-04-08
2118,2021,1,Sale,2025-07-11,-44,71.31,3137.64,SO-39645,Customer Sale,70,26,warehouse1,Transaction processed for WH_100 location,system,2025-07-11
2119,3091,2,Sale,2025-10-31,-25,456.94,11423.5,SO-44403,Customer Sale,31,6,warehouse2,Transaction processed for Backup location,system,2025-10-31
2120,3103,1,Sale,2025-11-04,-14,180.33,2524.62,SO-16950,Customer Sale,54,40,warehouse1,Transaction processed for WH_100 location,system,2025-11-04
2121,1532,1,Receipt,2026-01-13,80,69.0,5520.0,PO-7973,Purchase Order Receipt,173,253,system,Transaction processed for WH_100 location,system,2026-01-13
2122,3092,1,Receipt,2025-11-18,117,552.99,64699.83,PO-7842,Purchase Order Receipt,199,316,warehouse2,Transaction processed for WH_100 location,system,2025-11-18
2123,3104,2,Sale,2025-09-17,-45,118.89,5350.05,SO-54036,Customer Sale,62,17,warehouse1,Transaction processed for Backup location,system,2025-09-17
2124,3104,2,Transfer,2025-08-25,-46,118.89,5468.94,TRF-7504,Warehouse Transfer,54,8,system,Transaction processed for Backup location,system,2025-08-25
2125,1561,2,Damage,2025-08-27,-2,82.06,164.12,DMG-2125,Quality Issue,105,103,warehouse1,Transaction processed for Backup location,system,2025-08-27
2126,1553,1,Adjustment,2025-12-11,-18,91.38,1644.84,ADJ-2126,Cycle Count,63,45,warehouse2,Transaction processed for WH_100 location,system,2025-12-11
2127,2071,1,Sale,2025-07-01,-42,21.94,921.48,SO-29372,Customer Sale,58,16,warehouse1,Transaction processed for WH_100 location,system,2025-07-01
2128,3052,2,Receipt,2025-08-23,101,112.38,11350.38,PO-5455,Purchase Order Receipt,9,110,warehouse2,Transaction processed for Backup location,system,2025-08-23
2129,2061,1,Sale,2026-03-12,-3,25.72,77.16,SO-14925,Customer Sale,10,7,system,Transaction processed for WH_100 location,system,2026-03-12
2130,1572,3,Receipt,2026-01-08,194,214.99,41708.06,PO-3296,Purchase Order Receipt,161,355,warehouse2,Transaction processed for WH_500 location,system,2026-01-08
